record_id,country_of_origin,destination_country,origin_iso3,destination_iso3,year_of_migration,application_date,arrival_date,age,gender,marital_status,field_of_study,subfield,degree_level,prior_education_country,institution_type,institution_name,scholarship_type,scholarship_amount_usd,tuition_usd,living_cost_usd_monthly,funding_source,part_time_work_allowed,hours_worked_per_week,visa_type,visa_status,visa_expiry_date,language_test,language_score,gpa_4_scale,admission_decision,enrollment_status,duration_months,housing_type,on_campus_housing,dependents_count,nationality_status,region_origin,region_destination,application_channel,agent_name,travel_route,flight_cost_usd,covid_vaccination_status,health_insurance_provider,bank_balance_at_enrollment_usd,remittance_sent_usd,part_time_job_sector,student_id_external,notes
1069,Jordan,Singapore ,  JOR ,SGp🙂,2014,06-Feb-14,05-08-2014,23,Female,sinGLe,Arts,mArKETIng,Master,INdoNEsia,tECHnical% ,Central Arts Academy,gOVErNmeNt,"19,352 INR","58,174.00","USD1,649.00",Self-funded,T,11,Training,Approved,12-May-15,duolINGO…,129,3.31,cOnDITiONAl OffeR,Deferred#,17,OfF-cAMpuS,0,1,Refugee, asIA,Asia,Walk-in , ,JOR-SNI,"1,831 USD",UnknoWN,aXA,"USD49,996.00","$13,002",Loguitsics,S764577_2023,bank statement ok^
1070,Tunisia ,Sweden~,TUN,  SwE  ,2010, 2010-04,Feb-11,30,nOn-bINary,WiDoweD,Business,Networks,MaSTer,Cameroon,coMMUnitY,ciTY POlYtEcHnIc,  prIvaTE  ,"USD 4,833","12,946",2469,sElf-FuNDeD,Yes,100,Student,Approved ,08-05-2015,DuoLiNgO$,104,2.84,COnDItIoNal OFFeR,On Leave,17,Homestay,Y,0,SiNglE,Afriac^, EuRoPE  ,Email,ScholarsHub Ltd.,TUN-SWE,"1,988",Fully Vaccinated,Allianz,"18,227 USD"," 6,477 USD ",HeALtHCARe,  S167843,fee waievr granted??
1071,South Africa,Portugal,ZAF,dRPT,2024,27-09-2023,01-07-2024,25,Other,Single,Chemistry,Statistics,PhD,Tunisia,  cOMmuNity  ,NOrthern mEDICAL sChooL,nOne, 0 INR ,"USD42,826.00",1150,faMilY,no,4,Exchange,REJected,30-06-2025,  TOEFL ,91,3.75,Conditional Offer,Enrolled,34,Off-campus,yes,0,DuaL$,AFRicA$,Europe,OnlINE PoRTaL,,SOU-DXB-NRT-POR,"USD1,824.00",Fully Vaccinated,noNE,"£62,719",9491,Tutoring,S134805_2025,baNK tSatEMEnt OK
1072,Syria,Italy,SYR,ITA,2022,09-07-2022,"Apr 28, 2023",26,otHER,Married@ ,pHySicS,Finance ,maStEr,Tunisia,Community,International Institute of Science,UnIVErSity,"USD 29,634","30,255","2,128 USD",SPonsoR,yes,1,Exchange,Approved,"  Jan 19, 2028 ",dUOLIngo,140,3.5,Waitlist, Enroleld ,60,  Off-campus ,No,2,asYlum seekEr,aSiA,eUrOPE,wAlK-IN*,,SY-RDOH-kITA,"1,159 INR", FullY vaccInAtEd,Allianz,"10,43,100","€10,703!", Noeon* ,s883599, medical insurance pending  
1073,Brazil,  SpAiN ,BRA,ESP,2021,10-07-2021,  05/01/2022  ,24,Female,  divOrcED ,Engineering  ,Statistics,Bachelor, ugaNda , Public  ,Central Art sAcademy,goVeRnmEnT,"$20,466…",23556," 2,442.00$ ",SPonSor,FALSE,8, Training , Approved,11-03-2023,PTe$,64,3.52,Conditional Offer,graDuaTeD,14,OFF-CAMPUS,no,1, Asylum Seeker#, mAeriecas* ,Europe*,ONLiNe PoRtal,na,BRA-FRA-SPA,"1,039",Unvaccinated,ALliAnz…,"£45,012…",10318.00%,fooD sErvice  ,  S865585 , agent asssitped
1074,lEbaNOn,Italy,LbN^,ITA,2024,27-Apr-24,23-Jan-25,30,Non-binary,DiVOrCEd,Engineering,Genetics,maSTeR,Spain,REsEarch,sTate RESeARCh university,University,,null,"1,424@",Scholarship,F,17,  TRaINiNG,Approved,24-02-2026,IELTS,7.9,3.33,  WaItlIST  ,  Deferred,36,ShaREd ApARtMENt ,N/A,0,Refugee,aSia,EuRoPe,Email,N/A,LEB-IST-ITA," 1,041 INR ",  pArTiAllY vAcCinaTed,ciGNA,"25,907 INR"," USD3,474.00 ",noNe,S854939_2025??,BaNK staTeMEnT Ok$ 
1075,Ghana,IrElaNd,GHA ,IRL,2010,  2010-03 , 04-Oct-2010 ,17,Other,  SInglE  ,Law, Social Theory  ,CErTIFIcAte#,alGeRIa,PubliC,Coastal Business School,PrIVaTe@," €15,303 ","58,188!","1,126",lOAn,—,23,  Training^ ,aPPROvED,04-07-2015,TOEFL,107,3.39,Conditional Offer,wiTHdrawN,29,hOmeStay,Y,1,aSylUM SEEker,Africa,Europe,  Email  ,UniPath Co.,GhA-iRe,"£2,012", UNKNoWn,Allianz,47883,"USD7,204.00",uTtoRriNG,S148753/2021,gap year explained@
1076,South Africa,Hong Kong, ZAF  ,  HKG  ,2013,2012-07,  2013/06/26,24, Female,Married🙂,Dtaa SCiEnCe,epidEmIologY,bachelOR…,India,coMmUnitY,Metropolitan College,None  ,0,"42,844 INR","$1,744",SChOlARSHIp,1,9,resEARcH,Pending,09-Dec-15,  ToEFL  ,94,3.01,Reject,DEFErrEd,28,ofF-CAMpUs,FALSE,0,Stateelss,AfrIca,sAia!,AEgNT,null,SOU-HON," 1,520.00?? ",Unknown,BuPA,"69,953","USD 3,071",Logistics, s658195  ,agent assisted^
1077,GeRmaNy,Singapore,DEU,SGp,2007,2007-03,"JuN 27, 2007",28,Other ,WiDoWeD,Law,Clismate Chnage  ,POstdoc,itAlY,teChnIcAL ,CItY PoLYTEchNic,None,NA,"34,014.00"," USD 1,526 ",lOAn,F,0,Student,appROVed,11-13-2011~,  TOEFL ,66,1.95,Waitlist,No-Show,23,ON-cAPMUS ,yes,0,Dual,eUrOPE,Asia,Online Portal#,,gER-auH-sIn,USD816.00,Unvamccinated,None,"$5,322","7,547 INR",NONE,s772452 ,gap year explained
1078,zimBAbwE,Belgium ,zwE,BEL,2009,Jun-08," May 06, 2009… ",29,mAle,DIvoRcED,Public Health,MaRketinG,Bachelor,fRAnce,Community,International Institute of Science,priVATe,"23,048","$30,326","€2,321", Family ,No,9,STuDenT,  APPrOVEd ,Jan-10,toEFl%,75,4,Waitlist,on LeAvE??,12,On-campus,F,0,Single, Africa,Europe,EMaIl,GlobalEdu,ZIM-Bel,"$2,181.00",UNvacCInaTED, Cigna??  ,"44,818.00"," USD9,937.00~ ",noNE!  ,S834799,  iELtS Re-TakE adVIsED
RID-1079,Ukraine,Belguiqm,UKR,BEL ,2025,03-21-2025,30-04-2025,24,MALe, wIDoweD,biOLogY,Ai,Master,irAn,Technical,State Research University, None  ,£0,"35,099.00"," €1,737 ",sElf-FuNdED,F,20, Student  ,Approved,20-12-2029,PTE,39,2.14,Offer,wITHdRawN,51,Hmoestay ,FALSE,0,Refugee,EuROpE,uErzOpe,wAlk-In ,,UKR-HKG-NRT-BEL$,$361.00,  Partially Vaccinated,Allianz," 50,138 INR ",965, reTAil ,s575951🙂,needs transcript eval
1080,Sri Lanka,soutH KoREA,LKA,koR,2009, 01/2009 ,Oct-09,23,Male,Single,Engnieering,clImatE ChnaGE,BAcEHlOr,Poland@,pUBLic,National University,None,€0," $18,665.00 ",€774,  faMILy  ,Y,19,rTaining,pAprohved,Jan-13,Duolingo,101,2.45,wAItLiSt,On Leave,19,Private Dorm,F,2,Dual,Asia,AsiA,emAIL,StudyWise Ltd., SRI-DOH-SOU!,"USD 2,110",Partially Vaccinated,alLIanZ,"USD23,672.00??","2,780 INR",  None,S451368/2022*,gap year explained
1081,Malaysia!,Austria,Mys,AUT,," Sep 01, 2004  ",  2005/06/13  ,30,Other ,Single,PhIlOSOPHy,OrGANIC chEMistRy,MaStEr,  Sri Lanka,Public,Global Tech University,None,€0,"17,925 INR^","$2,213.00@",Family…,FALSE,12,eXCHANGe,peNdinG,"Oct 16, 2006 00:00",TpEr!,65,3.05,REJEcT,  Withdrawn*,50,PRiVaTe doRm,,0,Stateless,  ASia%,EuroPE,oNliNe PORTAl!,,MAL-AUS$,"£1,723",  ParTiaLly vACcINaTeD ,aetNa,38401,"€4,179",HeaLthcARE,s299440/2022, fee waiver granted 
1082, Inydonesai!  ,Japan,IDN,JNP,2012,10-31-2011,19/03/2012…,20,fEmaLE ,maRrIed,Medicien,cliMaTE cHanGE,Master,spAin, Community… ,Global Tech University,PartiaL,12835, ,"USD 2,349",  lOAn ,0,23,StUDEnt,On Hold,20-07-2013 00:00,dUOlINGo,119,3.4,Waitlist, on LeaVE,60,ON-cAmpUS,TRUE,2,sTATELesS,asia,asIA,  Email,na,  IND-AMS-JAP,"USD 2,497", Unknown,  NoNE,"70,255.00","USD12,947.00",IT Support^,  S992247_2025,visa interview scheduled@
1083,Saudi Arabia!,Germany,SAU,DEU,2006, 2005-06-04~,12-10-2005,30, Female  ,MARrIed!,Psychology,OrgAnIC ChEmisTRy,MAStEr%,Italy, community,International Institute of Science,  gOVErnmEnT🙂  ," 9,361 INR ","29,793",$836,Faimly!,yes,23,Training,apPRovEd,29-08-2006,dUolingO,118,3.1,Reedjct,no-ShOw,252,OFF-CAMPus%,T,1,  Dual,Asia,Europe,OnliNE portAl  ,,SAU-geR, USD800.00… ,Unknown,aETna,"46,898 USD","1,617 USD",tutOring,s319l4762-023#,bank statemen tok*
1084,bANgLADesH,United Kingdom,BGD,GBR,2022,Dec-21,Aug-22,34,Female,MARRiED,Bjiolgoy, Epidemiology  ,MasTER~,Spain,Community…,CITY pOlYTechNic,None, £0 ,"USD50,714.00!","2,100.00…",Scholarship,1,8,Student,Approved,  12/2023,PTE,50,3.78,cOnDitIONAl oFFer,Enrolled,39,On-CAMPuS,No,2,AsyLum SEeKeR,AoSAi…,EuropE,Agent,,BAN-SIN-UNI,"1,918 USD",Unknown,  AXA,"€19,965","10,428 USD",ReTianL,S843832,gap year explained
1085,Germany,HsCinA, dEu ,CHN,2016,"Jan1 7, 2016  "," Jul 18, 2016  ",31, nON-bInarY  ,diovrCED,Business,  uRbaN PlANning ,Master,TAIWAn,Private~,gLOBal Tech UNIvErSIty,NoNE,$0,"USD 59,458*","1,078 INR",mIXeD,T,25,XeCHangEu,REJected,"Aug 02, 2018", Duolingo,100,3.56,Offer,wIThdrAWN,12,hSaRed ApArTmENtd,na,0,Single!,EUrOpE,Asia,aGeNT,ScholarsHub LLC,GER-NRT-CHI,"2,058.00",fully VACcInatEd,AXA??,"$67,098.00","$10,294.00",loGisTicS,s591229,  visa interview shceduled  
1086,hCina  ,CanAda,CHN,CAN,2022, 2021-10  ,2022-05,29,Male,MarriED,Economics,AI,bachElOR, geRmANY  ,Technical,City PoLytecHNiC,nonE,0,"12,391.00^",632,Self-funded,TRUE,16,eXcHAnGE,eXpIrED  ,2026-08,IELTS,8.9,3.61,Conditional Offer  ,ENRollEd,55,PrIvaTe dORm,yes,2,SINgle,ASia,Americas,Wlak-in^ ,,ChI-CaN,"1,989",  Unvaccinated ,buPA,"USD 53,189","$2,755.00",fooD ServiCe,s180595, fee waiver granted
1087,ojrDaN ,Italy,JOR,TIA,2025,2025-01,  10/2025 ,19,OTHER,sInGLe ,  ECOnoMICs,GryaphicD esign,MASTer,vENEzUelA, Research ,CeNtraLa RtS acakDEmY,pArTIAL,"17,525 USD","USD13,970.00","1,077",Mixed,Y,0,Student,Approved,"Oct 03, 2028",PTE,75,2.67,wAITLIsT,ENROlLeD,7,PriVAtE DoRm,FALSE,1,Refugee,  Asia,  EUROpE  ,Email,null,JOR-LHR-ITA$,"USD 1,001",UnknoWN,None,"€13,784","6,785 INR",tuTOriNg#, s460033?? , fee waiver granted
1088,Lebanon,Qatar  ,LBN,QAT,2005,03-12-2004,21-10-2005,33,OtHEr,MarRIEd,  biOLoGY  , Epidemiology,Master,ViEtnam,REsEArcH,  Metropolitan College  ,noeN,0 USD,"39,519 USD","$1,035", Sponsor,1,6,Training,Approved,  03/2008*,pTE,66,3.44,Reject,no-sHoW,33,  hOMeTsaY ,yes,2,Stateless,aSIa,AsIa,Email,,  LEB-QAT,$987.00,Unknown,loCaL PLaN,"7,379 INR","$3,599",REtAIl,S782120,ALtE SubmiSSicon
RID-1089,Myanmar,JApAn,MMR,PJN^,2024,28-Jun-24, 2025-03  ,20, OThEr  ,diVorced, eNVIRonmENTal ScIENce??  ,Graphic Design, bAcHeLor🙂 , oSuth Africa ,Public,Central Arts Academy,None,0,"34,131 INR",747,Scholarship,0,9, Research,Approved??,31-May-26,PTE🙂,81,3.45,WaItLiSt,No-Show,21,PrIVatE dORm,—,2,asylUm seekEr,asiA,Asia,AgETn,stUDYWISe InC.!  ,MYA-IST-FRA-JAP*,"€1,665",FullY VAcciNAted,AllIAnZ,"$38,925",—, None  ,S457004_2025,FeE WAiVEr GRANTeD^
1090,Egypt,Norway??, EGY,NOR,2007,03-16-2007,07-Feb-08,18,nON-BiNarY,Divorced,Computer cSience*,  stAtISTCIS,PhD,iNdiA,puBLIC,City Polytechnic,UNivErSITY,"€8,831",42985,, Self-funded ,F,16,rTainiing,Approved,09-11-2010,IelTs,6.4,2.2,awditlIsT,GRaduatEd,23,oN-cAmPUS,0,2,Dual,  Africa,Europe,onLiNE prOtal,,EGY-NOR,USD241.00,Unknown,Allianz,77470,1745,IT Support,s599313, Docs verfiied.  
1091, Zimbabwe,Hungary,ZWE,HUN,2008,2007-03,2008-01,30, NoN-bINary, Single  ,  Psychology , MArkEtiNg  ,MASTeR,COLOmbIA,Private,Metropolitan College,None,0,"47,730 USD"," £1,304 ",Scholarship,,11,ErsEaRCh,ApPROVED,01/2090%,DUolInGO,123,3.26,Conditional Offer,Withdrawn$  ,47,SHARed aPaRtmeNt,0,1,reFUGee,AFRliAc,eUroPe,Email,CampusWorld Agency,ZIM-FRA-HUN," 1,145# ",PaRTIALly VACCINateD,Local Plan,"62,415 USD",—,  Logistics ,S996398/2025,baNK STaTEMeNT oK!
RID-1092, Cameroon  ,rIeland,  MCR,IRL,2011,07-09-2010,"Feb 13, 2011",24,Non-bINArY,WidoWeD,PHIloSopHY,Networks,pHd,uGAndA,ReSEArCh,  METroPOLItAN CoLLEgE^ ,Priavte,"USD24,985.00","22,315","1,184 INR", Sponsor,,11,Studqetn,aPProveD,07-10-2012,ptE,58,2.93,  Reject  ,On Leave@,54,oFf-CAmpUS,yes,1,Refugee,afRiCA,eUrOpe$,Walk-in,,CAM-ODxH-IRE, USD605.00 ,UnKnOWN  ,Local Plan,"$53,478"," 4,885 INR ",  lOgIsTicS  ,S991497/2025#,IELTS re-take advised…
1093, Mexico,United States,mEx,USA,2023,04-Mar-23,11-22-2023*,32,  non-bINaRY,SiNGle,Chemistry,neTworKs,PhD, VIETNaM… ,pRiVAte  ,Metropolitan College…, PRiVATE ,"16,549.00","55,326"," $1,184.00 ",  Self-funded ,F,2,TrainiNg,APPRovEd,20-02-2028,DuoliNgo,74,3.83,  Offer ,ENrOllEd,60,Off-campsu,Yes,2, SInGLe,aMerIcas,Americas,EMaIL,,MEX-UNI,"2,491 INR",Fully Vaccinated,Lcoal Plan,"22,676 INR","USD4,811.00",It SUPPORt,S995308*,  bank statement ok
1094,Kenya ,gErMAnY,KEN,DEU  , ,Feb-25,2025-06,31,Male,marRieD,Public Health,  Networks  ,BAchElOR,thaIlaNd, TEChNIcAL  ,stAtE REseaRch UniversItY,Private,20652,"USD27,187.00"," £2,458 ",scHOLArShiP,Yes,21,Research,ePndIng,2027/06,iELTs  ,6.8,3.02,  rEJeCT,  n-OshoW ,60,OfF-CAmpus!,1,1,dUaL,Africa,  Europe,onlINe pORtaL,,KEN-CDG-GER,343,Unknown,nOne,"28,506",572.00…,None,S736490/2021,needs transcript eval
1095,ajPaN,New Zealand@  ,JPN,NZL,2018,Oct-17,"  Sep 06, 2018",27,mAle!,Married,Environmental Science,astroPhySicS,mAstEr🙂,pHILiPpINES,technIcAL,CENtRaL aRTs AcaDEmY,Private,"$5,217.00"," USD 29,653 ","$2,321.00??",LOan,yes,8,stuDENT, Approved , 2020-07 ,iELts,8,4,cOnditionAL ofFer,Deferred,38,off-Campus,,2,Single,Arisa,oCEAniA,Email,—,JAP-AMS-NRT-NEW$,$943,fULLy VaCcINated,Local Plan," €61,308 ","€11,070",HEAltHcARe@  ,  s405402  ,  agent assisted  
1096,South Africa,Austria  , ZAF  ,AUt,2008,Nil, 07/2008,17,OtheR,Divorced  ,LAW,Climate Chnage,Master^,POLaND,COmmUniTy,City Polytechnic!,None,0 INR,"55,245","1,708 USD",  Mixed  ,0,4,rEsearch,Approved,200/904/26,IELST,5,3.15,waItLISt,  ON LeaVe ,41,Off-campus,F,0,  sTaTeLess,AfrIca,europe ,Walk-iN,NA,SOu-Auh-auS, USD 604 ,FUlly VACcinATEd,  CgiNa,"68,526","£2,079",food SeRvIce,S199196-2022,agent assisted
na,  PEru~  ,France,PeR,FRA,2023,0222/08/16, 09-29-2022,35,oTHEr^,Widowed,Public Health,oCgnitive Psychology,Master,PaKiSTaN,Public,  COASTal bUsiEnsS schOol , GOVERNMeNt ,"€19,162","51,115.00","$1,265.00",seLF-funDED,T,24,Trainign,APProvED,26/02/2027*,TOEFL,105,2.67,waitLIst,no-SHOW,23,shAredA partMeNt,0,1,SIngLe,AMericaS, euROPE…, Walk-in  ,,PER-FRA#,,  Unknown ,XAA^,"€2,977","11,829", Food Service ,s567961_2021,  medical insurance pending  
1098,Afghanistan,  China,Afg,CHN,2008,2008/09/07*,2009-07,25, OThEr ,wiDoEWD$,SOCiOLogY$,International Law,  bAChelOR ,Mexico~,Private,International Institute of Science,NOne, $0 ,"45,281 USD", €697 ,Mixed,1,11,RESEaRcH,Approved…,  14-May-2014  ,  DUOlINGo ,91,2.48,  Conditional Offer,  dEFErReD  ,22,On-CampUS,no,0,StATElesS,sAia,  Asia ,Walk-in$,,AFG-SIN-DXB-CHI,"USD 1,235",FuLLY VAcCinAtEd,  Bupa  ,"31,585 INR","3,583 USD",Logistics,S235425,oDcs verifiedz.$
1099, ghanA  ,Qatar,Gha,QAT,—,10-Apr-17,30-05-2017,35,Non-binary,mARRIed,Sociology,  Epidemiology , Diploma,Malaysia,TecHnICAL,Metropolitan College,None,0,"51,979.00",529 USD,  Mxied,No,9,TrAinInG%,APRPoveD,05-10-2019,TOEFL,102,3.34,ofkfer,Enrolled,40,wOn-cMaPus  ,Yes,1,Stateless,FARiCA,AsIa,Walk-in,N/A,GHA-HKG-FRA-QAT,"$1,364",uFlly Vaccinated,Bupa," €76,648 ","$5,902",heaLThCarE ,s782477,IELTS re-take advised
1100,Saudi Arabia,Netherlands,sAU,NLD,2022,02-06-2022,"Nov 04, 2022",27,  OTHer ,singLE,Business,MiCroecoNomIcs,Bachelor,uGANDa,pRIvATe,  City Polytechnic ,None@,,," $1,293 ",Mixed,Nil,10,eXchange,peNding,2024-05,PTE,62,3.01,Offer,on LEAVe#,37,on-cAMPuS…,0,0,duaL,Asia,Europe,Agent,  ScholArsHUb pvt lTd  ,SAU-NET,"£1,633",fUllY VacciNAtEd,Aetna,"£23,755","$1,567.00",NonE,s962147,visa interview shceduled
,Nigeria,  UnITed kINgDOm ,NGA,gBR,2019,May-19,24-07-2019,23,Male,Snigle,Public Health,Electricla,Certificate,CamEROon,Private,International Institute of Science,  None  ,USD 0,"43,413",$870,Family,yes,14, Studetn,Pending,2021-04 ,  Duolingo@ ,116,2.67,WaiTLiSt,No-Show,48,Private Dorm,no,2,ASYlum SEEKER,AfrICa*,Europe,walk-In,N/A,NIG-UNI,"USD2,457.00",UnknowN,cIgnA,"USD 35,319","£5,614",FoOd sErVice,s641839,IELTS re-take advised
1102,Caemroon,wSitzerland… ,CMR,CHE,2008,"Aug 21, 2008",06-10-2009,27,femAlE,Single,Medicine??,AI,CertificatE, ArgnetInA  ,pubLiC,City Polytechnic,None ,0,"€11,083","$2,258.00",Loan,no,4,EXcHange,appRoVeD,12/24/2012 00:00,PTE,46,3.09,  Reject  , No-Show#  ,35,OFf-cAMPUS  ,Y,0,siNGlE,Africa, Europe*,oNLiNE pORTal,Nil,CAM-HKG-NRT-SWI,2194,Fully Vaccinated, Aetna ,"67,535 USD"," 2,607 INR ",Retail^,S270143*,IELTS re-take advised%
1103,Uganda,Sweden,UGA,SWE ,2006,24-10-2005,2006-01,35, Non-binary??,SiNgle,puBli cHEalTh,staTistICs,baCheLOr🙂,Thailand,Research,  State Research University,pRivAtE," €27,928 ","£9,172","€1,362",sChOlArshiP,FALSE,1,trAINing,aPProvED,21-11-2008,DuoLingO…,108,3.05,Reject,ON lEavE,59,hoMresTya$,No,2, Dual  ,AfRIcA,EurOPE,Online Portal,,ugA-swE,"2,416 INR??",  Unvaccinated  ,Bupa,"30,543 INR"," £12,666 ",IT Support,  S801499 ,nEeDs tRanSCrIPt eVAL@
1104,MOngoliA,czech rEPUbliC,MNG,CZE,2007,,  2007-06-03,20,Non-binary,divORcED,  Nursing ,International Law,Bachelor,CoLoMBIa,ReSEArCH,City Polytechnic,GOVeRnmeNt," 29,286 INR ",,"USD2,246.00",FaMILY,Y,5,Training,Approved,  06/02/2009,PtE,73,3.3, WAITlIST  , Withdrawn  ,49,Off-campus  ,0,0,Dual,  ASia ,eUrope,Walk-iN,null,MoN-czE,"1,314 USD",Partially Vaccinated,  LOCaL PLAn,," £1,317 ",noNE,S364027*,visa interview scheduled…
1105,  Germany ,China, dEu  ,CHN,2011,01-13-2011,N/A,30, nOn-binAry  ,WiDoWED,Business,CLimAte CHANge,Bachelor,Syria, Public$,Northern Medical School,Private,"10,829 INR#","€14,451","1,646.00",lOAn  ,F,9,Exchange*,aPPROVed,25-07-2014,iEltS??,6.3,3.43,Waitlist,Withdrawn,38,Private Dorm$,N,0,Single,  EURopE,Asia,Agent,ScholarsHub,GER-NRT-CHI,"1,758 USD",PArtIaLLY vACcINATed,cigNa," USD 68,572 "," $13,277.00 ",nOne,S4166682_023, IELST re-take advised@ 
1106,Eygpt  ,Portugal,EGY,  PRT ,2015,"Nov 07, 2014",11-08-2015,25, mALE ,  Divorced ,Law* ,Networks,Bachelor,GERmAnY,pUBLIC,sTAte ReSearch uNiVeSrITY, NOnE%,$0," USD 31,773 ","USD1,676.00",Scholarship,F,17,RESEARCH,aPprOVeD,2016-11,  tOEFl,88,2.64,WAItliSt,On Leave,39,Off-campus  ,yes,0,staTLEess,Africa, Europe# ,Emial,  GLOBaLEud  , EGY-CDG-POR?? , ,pArTIALLy VacCinAtED,bupa  ,"USD21,454.00","12,543 INR",iT SUPPoRT,S354032_2021^,dOCS VeRiFie.D
1107,South Africa,Germany,ZAF,DEU,2025,  09-06-2025 ,"Jan 20, 2026",33, FEmALe  ,divORcED,Physics,graPhiC deSign#,Phd,GhanA,communiTy,National University, None*  ,USD0.00,"£11,800",1597,Sponsor,1,2,Studynet, APpROveD ,"Aug 23, 2028",PTE,51,3.7,Conditional Offer,No-Show,7,HOmEsTay,F,0,SingLe,AfRica,Europe  ,Email,Nil,SOU-GER^,"1,189 INR", paRTIaLLy VacCinaTeD,Cigna,"£35,587","13,759 INR",LOGISTICS,  S579418-2025 ,dOCS veRifieD.
1108,MorOCOc,uNieTD stAteS,maR,USA^,2024,12-02-2024,  2024-09 ,6,Female,Widowed,COmpUTEr scIenCE,Genetics,Bachelor,nIegrIA,Private,CiTy pOLYtechnIc,None,0 USD,"39,580 INR","USD1,168.00",FAMilY,F,1,Trianing,ApProVEd!,2027-12,Duolingo,96,2.25,Offer,Enrolled,14,otHmestay,Y,1,  SingLe?? , Africa  , Americas,Online Portal,,MOR-LHR-UNI ,"USD2,101.00",UnVaCCInAtED  ,Bupa,"€33,133","$11,949.00",logIStIcS,s790168_2024,needs transcript eval…
1109,Thaliand!, Qatar,THA,QAT,2017, 2017-02^, 2017-09  ,19,No-nbinary,WIdOWEd,Engineering,AtSRophySiCs,PhD,mALAYsIa,Research,City polYteCHNic, None , USD0.00 ,"27,350 INR", USD 687 ,Family,Y,15,Research,Approved, 2019-10…,dUOLInGo,116,3.14, wAITliST ,WIthDrawN,49,ShaReD APaRTmEnt??,T,2,dUAl,  Asia  ,Asia,mEail,N/A,THA-LHR-QAT,USD378.00#,Fully Vaccinated,AeTnA,"36,856 USD","USD 5,293", logIsTiCs ,S834545_2024  ,bank statement ok
1110,Mexico ,United States,  MEX ,USA,2023,2023-02,04-07-2023,20,  Male ,widOWed,bsUineSs, International Law  ,Bachelor,thAIland,Technical,GlObAl TECH UniVErsity🙂,noNe ,0 USD," $58,626.00 ","£1,097",Schoalrship,FALSE,0,Research,  Approved,01-02-2024,TOEFL,79,3.05,coNdiTiOnal oFfeR,Graduated*,37,  HOmeStAy,Yes,2,sINglE  , Americas??  , AMERiCAS,EMail…,,mEX-hKg-Uni,502,Unknown,Aetna,"£26,712*","14,763 USD",iT SuPpORt  , s307597/2022??  ,bank statement ok#
1111,Iran,New Zealand,  IRN~ ,Nzl  ,2022,12-08-2021,10-05-2021,31,Male,Divorced,MAtHemAtiCs,  Civil  ,Bachelor,  cOLOmbIa ,Private🙂,METropOliTaN cOllEGE,PARtIAl," $14,996.00 "," £52,484 ",USD997.00,Scholarship,Yes,4,  Training ,Approved,2023-06,TOEFL,114,3.22,oFFer,no-Show,59,Off-campus,Yes,2,SiNgLE,Asia, oceAnIA ,Agent,na,IRA-ICN-NEW,"$1,179.00",FULlY vaCcinAteD,AXA,"4,368.00","$3,871",HeaLthcaRE,s156391…,ageNt AsSisted
1112,uGANDa,Portugal…,UGA ,PRT,2006,09-10-2005, 2006-02-28 ,23,Non-binary,Single,Physics,Climate Change,DoPILOmA,jAPaN,Private,State Research University!,None,0 USD,"€54,163","£1,339",Sponsor,yes,9,ExchAngE,Pending,16-Jun-07,toeFl!,91,2.87,ReJeCt,gRadUatED,59,Homestay,0,2,Single,afRICa, EURope,Agent,StudyBridge Ltd.,UGA-POR,792$,Unknown,AllianZ,"64,975 USD","13,600",Tutoring, s886883%*  ,Docs verified.~
1113,  RUSsIA  ,Finland…,RUS, fIN ,2013,2012-11,2013-01-26*,23,otHEr~,mArRIEd,Architecture,mEChAniCAl ,  cErTifIcaTE@,IraQ,Technical,International Institute of Science  ,pArTiAl," £20,075 ","USD 53,133",1898,Loan,Y,19,Research,Approved,11-09-2015,IELTS,7.9,3.39,waitLits,wItHdRAWn,52,On-campus  ,TRUE,0,Refugee, Europe ,eUroPe,AGenT,,RUS-SIN-FIN,"1,614 INR",UNvaCciNATed,Cigna@,"USD 10,522","2,626 USD",rETAil,  S555891-2023 ,Docs verified.
RID-1114,egPYt,Spain,EGY,ESP,2019,02-25-2019,09-01-2020,32,Other,wIdowed?? ,EngineeriNg,gRaPhIC deSIGN,Master,Uganda$,COmMuNIty,  Northern Medical School,  noNE ,0,"USD55,729.00"," USD 2,109 ",mIXEd,TRUE,11, Trianing  ,Pending,"Jun 07, 2022",PET,47,2.73,Offer, Deferred  ,58,homEStAY,Y,1, Refugee,AfRiCa,eUropE,Walk-in,,egy-Doh-ICN-spA,598,Fully Vaccinated,None,"USD 935,610","$6,756~",Healthcare,S457784,needs transcript eval
1115, Poland  ,Germany,POL,DEU,N/A,23-03-2008,23-05-2008,25,  mALe  , iwdOwEd ,miDeicINE,BioINFormaTIcs,MAStER,Kenya,Research,State Research University,prIvaTe," USD 6,212 ","€17,853",2329,Self-funded,Y,7,resEaRCH#,Approved ,  2010/11/04  ,IElTs,7.5,2.81,eRject,on LeaVe,19,Shared Apartment,1,2,reFuGEE,Europe ,Europe,Email,—,POL-GRE,USD768.00,  Partially Vaccinated  ,AXa,"78,921 INR","$2,710*",Tutoring,s390450-2023 ,agent assisted
